ID,Issue_Key,Resolution,Timespent,In_Progress_Minutes,Total_Effort_Minutes,Resolution_Time_Minutes,Story_Point
76926,JSWSERVER-128,Fixed,60,0,0,38,NULL
76928,JSWSERVER-124,Fixed,120,0,0,6359,NULL
76929,JSWSERVER-123,Fixed,480,1287,1287,6361,NULL
76931,JSWSERVER-116,Fixed,90,0,0,1347,NULL
76934,JSWSERVER-109,Fixed,180,868,868,6882,NULL
76935,JSWSERVER-108,Fixed,60,0,0,11952,NULL
76940,JSWSERVER-74,Fixed,1860,38909,38909,70423,NULL
76941,JSWSERVER-73,Fixed,1920,4477,4477,813623,NULL
76944,JSWSERVER-68,Fixed,60,0,0,377419,NULL
76958,JSWSERVER-47,Fixed,150,75,75,82292,NULL
76965,JSWSERVER-38,Fixed,1260,0,0,45621,NULL
76966,JSWSERVER-37,Fixed,240,0,0,191798,NULL
